Date,AAPL,MSFT,JPM,GS,NKE,DIS,IBM,INTC,KO,MCD,MMM,V,WMT,CVX,XOM,CAT,BA,AXP,HD,UNH,PG,TRV,VZ,CSCO,MRK,JNJ,AMGN,CRM,HON
2010-01-05,0.0017285425920852138,0.00032324469904732034,0.019369986449210952,0.017680376662870367,0.003978415622644338,-0.0024946070389376684,-0.01207982214580372,-0.00047869166077652014,-0.012096716010858377,-0.007645682663073861,-0.006263490138010308,-0.011459230407320442,-0.009957454232201957,0.007083063785383148,0.0039047179482709637,0.011955373443932826,0.0327516742732501,-0.0021989828555676327,0.007324950086367243,-0.0015861167545099253,0.00032705095254348393,-0.023689774844681488,0.0018031643249332152,-0.00445513499186867,0.004053104723523049,-0.011595699006349935,-0.008662250778183833,-0.004276811682674797,0.00198263456131631
2010-01-06,-0.015906180614787768,-0.006136772847692651,0.005494973378667334,-0.010674034281236477,-0.006096490807620869,-0.005314244492940823,-0.00649607100557914,-0.0033538579105300004,-0.00035455766032976843,-0.013643653132683786,0.014181612322782478,-0.013428007732702696,-0.002235411676587029,0.00012483804329210813,0.008642615577186152,0.0030379111658120905,0.03033425152779512,0.016164128473338923,-0.0034625820930365148,0.0098475583626485,-0.0047432064184168565,-0.014188758258160905,-0.02875423502415464,-0.006509228581355275,0.013454975674533687,0.008133653406146246,-0.0075154591763214595,-0.0017449856212478077,0.0
2010-01-07,-0.001848873906799553,-0.010399847699235965,0.019808931950926034,0.01956824313568628,0.009814232083277474,0.0003142934564059896,-0.0034614884604179386,-0.009615395509591118,-0.00248568383966441,0.007323091479796817,0.0007173648749738692,0.009306344548423606,0.0005598250718330533,-0.0037666095328565685,-0.003141605403308989,0.004038760574549993,0.04048184151843026,0.016219087639866236,0.011813958615815245,0.038376767462803274,-0.005422917206622357,0.014392976725534856,-0.005951855646284199,0.004504392160103787,0.001593388331629919,-0.007136965035898557,-0.009156657567244597,-0.004437386005011867,0.01929251191276915
2010-01-08,0.006648550264626962,0.006896576636638008,-0.0024560402794993053,-0.018911071810029823,-0.001974104182631886,0.0015706214569917165,0.01003476956324767,0.011165129241325955,-0.01850895224396476,-0.0009695248608736495,0.0070465851235812504,0.002765903550072002,-0.005036874814521863,0.001764532030959609,-0.00401156479548348,0.011227929387049862,-0.009646269351783587,-0.0007141302200335264,-0.004807931459376302,-0.00939075524405053,-0.0013218856065777551,-0.001439601607717056,0.0006296777862353498,0.005299490536067486,-0.0005298576573486979,0.0034380963789073515,0.008885870036395627,0.0014856516829038213,0.022082196235705398
2010-01-11,-0.008821575499375678,-0.012720273703266338,-0.003357903320819644,-0.015776759160993192,-0.01232504885118757,-0.01631102758848091,-0.010470036422243978,0.00576077231542671,0.020308451134562366,0.007762285724820295,-0.004032471177633279,-0.0028728041730616827,0.016501356187005767,0.0177422560297249,0.011219543280797328,0.06281079182756577,-0.011850742316448226,-0.011442372579220872,-0.02829504342482092,0.006727717726854765,-0.0039709059030914595,-0.0004119077280896333,0.004094621921966635,-0.002838015977570829,0.0039780982219630445,0.00015569386514568961,0.004403952410689582,-0.006742906563773632,0.012583488247643215
2010-01-12,-0.011374889245954534,-0.006607504003088183,-0.023354503436098795,-0.021799722178229786,-0.0013867090270794913,-0.01721943894256639,0.00795480991649744,-0.016228862436427294,0.01084066122774563,0.0054558041844505745,0.0008334541717003319,-0.004726645249251038,0.009591797776280275,-0.005810774506978755,-0.004978468979196515,-0.029471307333879815,-0.007228050568848898,0.013262074494699183,-0.0063924626472925405,-0.026427831684642245,0.011461625522317442,0.00638651354518549,0.000941104820210592,-0.01586015406194119,-0.007925765135493257,0.005294105224068257,-0.01736241341492939,-0.07277667668442056,-0.011254931410464963
2010-01-13,0.014105191657168392,0.009311728664184171,0.0174753345899874,0.007448716058569449,0.008947844052402676,0.015250068396229555,-0.0021457475776868185,0.01698154562938159,0.002637055590576587,-0.0011171560158742544,-0.0032124018281087796,0.009265586975937934,0.005116042860959791,-0.0075862058936180254,-0.004002963064510978,0.0014458017861975758,0.012080020842203831,0.003093446717830517,0.005360788138793815,0.015288632029142102,0.01034688622005353,0.003479747826679702,-0.001253651175297077,0.01818117578130929,0.03675096588063975,0.006350839539922104,0.008924030189388699,0.003075023848268854,0.003556785337801127
2010-01-14,-0.005791363300277741,0.020099057400496667,0.009943267727186011,-0.0031936710262819856,-0.006268783482892615,-0.00862908652423866,0.015971867019995756,0.024809252436516882,0.0017538538790742297,0.000958551926306006,-0.0033421289831697676,0.0034430655278674394,-0.014542313041967625,-0.003132504013054205,0.00014357706924283953,-0.005615493310169861,0.006539984385232955,0.0125744188096224,0.006043623718505975,0.023970334774181312,0.0009750735133957633,0.005304326248952718,-0.020394988507472345,0.01258135142522665,0.02722866910047128,0.0020010996838573103,-0.006545279464357789,0.010073095831495404,0.005907608824965438
2010-01-15,-0.016712070844651428,-0.003230080481833375,-0.022600316547093824,-0.01970026683316839,-0.009232229896626198,-0.013539675456459843,-0.00400589090444603,-0.031657138092463954,-0.014703830047333888,-0.005905883459052852,-0.001556804801767564,-0.014867481652233505,-0.009777383134333073,-0.004022586902632019,-0.008179901291102687,-0.023391340485428236,-0.012020827342614782,-0.006794650063544849,0.009540864529781867,0.012905286789902437,-0.012341499898447572,-0.00994316643503057,-0.020500374579186298,-0.022043898331902345,-0.013003440747484718,-0.008295260949801042,0.0016023618065876821,-0.008093735570177119,0.001409644253950404
2010-01-19,0.04423834308125829,0.00777685031759745,-0.0091576273100753,0.009986918231876363,0.00496964467852079,0.01339891008330052,0.01790907501770267,0.012018978840705685,0.002309760619329193,0.01926770461633387,0.02099076421292123,0.01985118183696888,0.006520143578731208,0.005679309760188378,0.002314933854033807,0.01347295802705073,-0.00279510869661459,0.013446185591850401,0.010850344147677937,0.04088902776094594,0.014797680720954887,0.013117086748813955,0.02125580763917423,0.018442703470652022,0.02913614097176298,0.012237129568818839,0.023111351118740853,0.012676595549802272,0.005160568639293928
2010-01-20,-0.01539252944540681,-0.016398567836530042,0.0027727795226595298,0.005573922230713624,-0.008190310084289165,0.00580447460896516,-0.028999665896239035,0.001425666417708582,-0.016306231225078127,-0.007403666559908095,-0.00469919597159596,-0.004894307095661854,-0.003146295526203602,-0.01920168932819999,-0.01790089550015528,-0.019202683505016638,-0.007419655310465956,0.0004662321348907206,-0.007617427385164688,-0.016510396034604025,-0.01354463540604467,-0.010114987877692494,-0.016650525977331743,-0.017706151659573788,0.01009326727644444,-0.003060777367770884,-0.006081575310086018,-0.01366909728286636,-0.011434998812331232
2010-01-21,-0.017285990959581832,-0.018960469739453867,-0.0658982846420354,-0.04124244247762532,-0.008413711015537784,-0.018595714049909007,-0.009597254880633344,-0.011385740448689785,-0.020360592295378344,0.003015464255124556,-0.02384344998482657,-0.03397401151290336,-0.01745260130094739,-0.024440336037319432,-0.01955031644650085,-0.04869475534875867,-0.016611265152538413,-0.019079361002384276,-0.006280842238774453,-0.041968093349306845,-0.010091191829542212,0.0004087929337674989,-0.0026048938556820778,-0.017615718897382004,-0.02315361960559259,-0.018111985398655883,-0.00996538622859755,-0.024361774319284102,-0.03847992554846935
